sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_37,37,1,6,BackEnd
RandomTask_78,78,1,9,FrontEnd
RandomTask_152,152,1,1,FrontEnd
RandomTask_305,305,1,1,Design FrontEnd
RandomTask_72,72,1,5,Design FrontEnd
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_307,307,1,3,BackEnd Design
RandomTask_331,331,1,2,BackEnd FrontEnd
RandomTask_125,125,1,3,BackEnd
RandomTask_4,4,1,3,BackEnd Design
RandomTask_221,221,1,7,BackEnd FrontEnd
RandomTask_385,385,1,7,Design FrontEnd
RandomTask_102,102,1,9,Design
RandomTask_351,351,1,2,Design
RandomTask_36,36,1,3,BackEnd
RandomTask_166,166,1,7,BackEnd FrontEnd
RandomTask_66,66,1,10,FrontEnd
RandomTask_249,249,1,9,BackEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
RandomTask_92,92,1,8,Design
RandomTask_306,306,1,2,BackEnd
RandomTask_273,273,1,1,Design
RandomTask_185,185,1,3,FrontEnd
RandomTask_108,108,1,10,BackEnd Design FrontEnd
RandomTask_90,90,1,4,FrontEnd
RandomTask_327,327,1,1,BackEnd FrontEnd
RandomTask_3,3,1,7,Design
RandomTask_109,109,1,9,BackEnd Design FrontEnd
RandomTask_262,262,1,7,Design FrontEnd
RandomTask_280,280,1,3,Design
RandomTask_181,181,1,8,BackEnd
RandomTask_378,378,1,8,BackEnd Design
RandomTask_391,391,1,2,Design
RandomTask_348,348,1,6,FrontEnd
RandomTask_147,147,1,8,Design
RandomTask_317,317,1,6,Design FrontEnd
RandomTask_25,25,1,4,BackEnd
RandomTask_300,300,1,3,BackEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_226,226,1,4,BackEnd Design FrontEnd
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_335,335,1,1,Design FrontEnd
RandomTask_247,247,1,7,BackEnd
RandomTask_26,26,1,9,BackEnd FrontEnd
RandomTask_155,155,1,6,BackEnd
RandomTask_265,265,1,6,FrontEnd
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_254,254,1,2,Design FrontEnd
RandomTask_164,164,1,3,BackEnd
RandomTask_65,65,1,4,Design
RandomTask_194,194,1,5,Design FrontEnd
