sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_143,143,1,8,Design
RandomTask_17,17,1,10,Design FrontEnd
RandomTask_156,156,1,5,BackEnd FrontEnd
RandomTask_323,323,1,4,BackEnd FrontEnd
RandomTask_197,197,1,2,BackEnd Design
RandomTask_162,162,1,1,BackEnd Design FrontEnd
RandomTask_183,183,1,9,FrontEnd
RandomTask_292,292,1,1,BackEnd Design FrontEnd
RandomTask_369,369,1,6,FrontEnd
RandomTask_6,6,1,6,BackEnd
RandomTask_351,351,1,2,Design
RandomTask_373,373,1,5,Design
RandomTask_314,314,1,1,BackEnd Design FrontEnd
RandomTask_355,355,1,5,Design
RandomTask_107,107,1,6,FrontEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_205,205,1,9,BackEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_195,195,1,9,FrontEnd
RandomTask_357,357,1,9,Design
RandomTask_247,247,1,7,BackEnd
RandomTask_56,56,1,6,Design FrontEnd
RandomTask_397,397,1,7,BackEnd FrontEnd
RandomTask_386,386,1,5,BackEnd
RandomTask_381,381,1,3,Design
RandomTask_129,129,1,3,Design
RandomTask_42,42,1,5,BackEnd
RandomTask_23,23,1,10,Design
RandomTask_58,58,1,1,BackEnd Design FrontEnd
RandomTask_354,354,1,3,Design FrontEnd
RandomTask_123,123,1,10,Design
RandomTask_385,385,1,7,Design FrontEnd
RandomTask_83,83,1,3,BackEnd Design
RandomTask_384,384,1,1,BackEnd
RandomTask_393,393,1,10,BackEnd Design
RandomTask_237,237,1,3,BackEnd
RandomTask_132,132,1,7,BackEnd FrontEnd
RandomTask_184,184,1,7,BackEnd FrontEnd
RandomTask_103,103,1,5,Design
RandomTask_318,318,1,6,BackEnd FrontEnd
RandomTask_253,253,1,9,FrontEnd
RandomTask_267,267,1,1,BackEnd
RandomTask_309,309,1,7,Design
RandomTask_277,277,1,4,BackEnd Design
RandomTask_362,362,1,10,Design
RandomTask_21,21,1,5,FrontEnd
RandomTask_216,216,1,6,BackEnd FrontEnd
RandomTask_395,395,1,3,Design
RandomTask_105,105,1,8,BackEnd Design FrontEnd
RandomTask_290,290,1,9,BackEnd Design FrontEnd
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_144,144,1,10,Design FrontEnd
