sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_192,192,1,6,BackEnd Design
RandomTask_311,311,1,5,FrontEnd
RandomTask_53,53,1,3,Design
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_165,165,1,7,Design
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_276,276,1,10,Design FrontEnd
RandomTask_306,306,1,2,BackEnd
RandomTask_188,188,1,7,Design FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_126,126,1,2,BackEnd Design FrontEnd
RandomTask_231,231,1,7,BackEnd Design FrontEnd
RandomTask_273,273,1,1,Design
RandomTask_374,374,1,7,BackEnd FrontEnd
RandomTask_117,117,1,1,FrontEnd
RandomTask_32,32,1,4,Design
RandomTask_360,360,1,3,BackEnd FrontEnd
RandomTask_35,35,1,2,BackEnd FrontEnd
RandomTask_130,130,1,6,BackEnd FrontEnd
RandomTask_3,3,1,7,Design
RandomTask_39,39,1,5,BackEnd Design
RandomTask_10,10,1,8,Design
