sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_62,62,1,10,Design
RandomTask_88,88,1,5,Design
RandomTask_12,12,1,5,BackEnd Design
RandomTask_361,361,1,10,BackEnd Design FrontEnd
RandomTask_341,341,1,10,Design
RandomTask_67,67,1,2,BackEnd Design FrontEnd
RandomTask_141,141,1,8,Design
RandomTask_239,239,1,10,Design
RandomTask_216,216,1,6,BackEnd FrontEnd
RandomTask_191,191,1,8,Design
RandomTask_218,218,1,1,BackEnd FrontEnd
RandomTask_285,285,1,1,Design
RandomTask_19,19,1,2,FrontEnd
RandomTask_394,394,1,3,FrontEnd
RandomTask_355,355,1,5,Design
RandomTask_204,204,1,1,BackEnd Design
RandomTask_241,241,1,4,BackEnd Design
RandomTask_249,249,1,9,BackEnd
RandomTask_189,189,1,6,BackEnd Design FrontEnd
RandomTask_213,213,1,4,Design FrontEnd
RandomTask_284,284,1,10,BackEnd Design FrontEnd
RandomTask_377,377,1,5,BackEnd Design FrontEnd
RandomTask_32,32,1,4,Design
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_72,72,1,5,Design FrontEnd
RandomTask_157,157,1,8,BackEnd
RandomTask_203,203,1,6,FrontEnd
RandomTask_226,226,1,4,BackEnd Design FrontEnd
RandomTask_144,144,1,10,Design FrontEnd
RandomTask_5,5,1,6,FrontEnd
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_109,109,1,9,BackEnd Design FrontEnd
RandomTask_92,92,1,8,Design
RandomTask_247,247,1,7,BackEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_99,99,1,4,FrontEnd
RandomTask_152,152,1,1,FrontEnd
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_208,208,1,2,Design
RandomTask_78,78,1,9,FrontEnd
