sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_44,44,1,4,Design FrontEnd
RandomTask_106,106,1,4,BackEnd Design FrontEnd
RandomTask_112,112,1,6,BackEnd Design FrontEnd
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_300,300,1,3,BackEnd
RandomTask_91,91,1,1,Design FrontEnd
RandomTask_155,155,1,6,BackEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_390,390,1,4,Design FrontEnd
RandomTask_379,379,1,1,BackEnd Design
RandomTask_64,64,1,5,BackEnd Design
RandomTask_338,338,1,5,FrontEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_384,384,1,1,BackEnd
