sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_357,357,1,9,Design
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_204,204,1,1,BackEnd Design
RandomTask_206,206,1,4,BackEnd
RandomTask_125,125,1,3,BackEnd
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_48,48,1,1,Design FrontEnd
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_106,106,1,4,BackEnd Design FrontEnd
RandomTask_112,112,1,6,BackEnd Design FrontEnd
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_300,300,1,3,BackEnd
RandomTask_91,91,1,1,Design FrontEnd
RandomTask_155,155,1,6,BackEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_390,390,1,4,Design FrontEnd
