sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_383,383,1,6,Design
RandomTask_139,139,1,3,BackEnd
RandomTask_212,212,1,10,BackEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_239,239,1,10,Design
RandomTask_199,199,1,8,BackEnd Design
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_66,66,1,10,FrontEnd
RandomTask_158,158,1,10,Design
RandomTask_249,249,1,9,BackEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_133,133,1,6,Design FrontEnd
RandomTask_335,335,1,1,Design FrontEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_306,306,1,2,BackEnd
RandomTask_302,302,1,2,Design
RandomTask_331,331,1,2,BackEnd FrontEnd
RandomTask_296,296,1,9,BackEnd
RandomTask_353,353,1,3,BackEnd
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_285,285,1,1,Design
RandomTask_322,322,1,1,BackEnd FrontEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_382,382,1,7,BackEnd
RandomTask_182,182,1,3,BackEnd
RandomTask_35,35,1,2,BackEnd FrontEnd
RandomTask_78,78,1,9,FrontEnd
RandomTask_394,394,1,3,FrontEnd
RandomTask_189,189,1,6,BackEnd Design FrontEnd
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_360,360,1,3,BackEnd FrontEnd
RandomTask_346,346,1,8,FrontEnd
RandomTask_328,328,1,5,BackEnd
RandomTask_200,200,1,5,BackEnd
RandomTask_142,142,1,9,BackEnd Design
RandomTask_76,76,1,1,FrontEnd
RandomTask_5,5,1,6,FrontEnd
RandomTask_56,56,1,6,Design FrontEnd
RandomTask_145,145,1,9,FrontEnd
RandomTask_224,224,1,10,Design
RandomTask_223,223,1,9,BackEnd Design
RandomTask_153,153,1,4,BackEnd Design
RandomTask_234,234,1,3,FrontEnd
RandomTask_84,84,1,6,BackEnd Design
RandomTask_22,22,1,3,BackEnd FrontEnd
RandomTask_273,273,1,1,Design
RandomTask_101,101,1,6,BackEnd
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_112,112,1,6,BackEnd Design FrontEnd
RandomTask_7,7,1,6,Design
RandomTask_149,149,1,3,BackEnd Design
RandomTask_267,267,1,1,BackEnd
RandomTask_61,61,1,9,BackEnd Design
RandomTask_344,344,1,10,BackEnd Design
