sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_11,11,1,4,BackEnd FrontEnd
RandomTask_256,256,1,10,BackEnd Design
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_348,348,1,6,FrontEnd
RandomTask_14,14,1,8,BackEnd
RandomTask_114,114,1,2,Design FrontEnd
RandomTask_40,40,1,6,BackEnd Design FrontEnd
RandomTask_111,111,1,4,FrontEnd
RandomTask_169,169,1,5,Design FrontEnd
RandomTask_293,293,1,5,BackEnd FrontEnd
RandomTask_98,98,1,6,BackEnd FrontEnd
RandomTask_36,36,1,3,BackEnd
RandomTask_146,146,1,6,Design
RandomTask_292,292,1,1,BackEnd Design FrontEnd
RandomTask_75,75,1,5,BackEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_150,150,1,1,Design FrontEnd
RandomTask_66,66,1,10,FrontEnd
RandomTask_306,306,1,2,BackEnd
RandomTask_280,280,1,3,Design
RandomTask_123,123,1,10,Design
RandomTask_117,117,1,1,FrontEnd
RandomTask_378,378,1,8,BackEnd Design
RandomTask_2,2,1,6,Design
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_350,350,1,2,Design FrontEnd
RandomTask_178,178,1,3,BackEnd Design FrontEnd
RandomTask_133,133,1,6,Design FrontEnd
RandomTask_76,76,1,1,FrontEnd
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_149,149,1,3,BackEnd Design
