sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_92,92,1,8,Design
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_147,147,1,8,Design
RandomTask_154,154,1,3,FrontEnd
RandomTask_174,174,1,7,BackEnd
RandomTask_97,97,1,3,Design
RandomTask_215,215,1,10,Design FrontEnd
RandomTask_385,385,1,7,Design FrontEnd
RandomTask_362,362,1,10,Design
RandomTask_363,363,1,4,BackEnd Design FrontEnd
RandomTask_186,186,1,7,BackEnd Design FrontEnd
RandomTask_325,325,1,5,BackEnd Design
RandomTask_64,64,1,5,BackEnd Design
RandomTask_388,388,1,1,BackEnd
RandomTask_107,107,1,6,FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_178,178,1,3,BackEnd Design FrontEnd
