sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_19,19,1,2,FrontEnd
RandomTask_177,177,1,5,BackEnd FrontEnd
RandomTask_250,250,1,9,BackEnd Design FrontEnd
RandomTask_62,62,1,10,Design
RandomTask_239,239,1,10,Design
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_229,229,1,10,BackEnd
RandomTask_313,313,1,5,BackEnd Design FrontEnd
RandomTask_395,395,1,3,Design
RandomTask_270,270,1,8,BackEnd Design
RandomTask_295,295,1,7,BackEnd
RandomTask_104,104,1,7,BackEnd FrontEnd
RandomTask_94,94,1,8,FrontEnd
RandomTask_141,141,1,8,Design
RandomTask_237,237,1,3,BackEnd
RandomTask_132,132,1,7,BackEnd FrontEnd
RandomTask_149,149,1,3,BackEnd Design
RandomTask_33,33,1,8,BackEnd
RandomTask_218,218,1,1,BackEnd FrontEnd
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_63,63,1,5,BackEnd FrontEnd
RandomTask_391,391,1,2,Design
RandomTask_51,51,1,6,FrontEnd
RandomTask_46,46,1,7,BackEnd
RandomTask_185,185,1,3,FrontEnd
RandomTask_327,327,1,1,BackEnd FrontEnd
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_209,209,1,9,BackEnd
RandomTask_163,163,1,7,BackEnd Design
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_398,398,1,7,FrontEnd
RandomTask_28,28,1,6,BackEnd FrontEnd
RandomTask_193,193,1,4,Design FrontEnd
RandomTask_302,302,1,2,Design
