sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_78,78,1,9,FrontEnd
RandomTask_368,368,1,1,BackEnd Design
RandomTask_42,42,1,5,BackEnd
RandomTask_222,222,1,10,BackEnd
RandomTask_145,145,1,9,FrontEnd
RandomTask_338,338,1,5,FrontEnd
RandomTask_1,1,1,8,BackEnd Design
RandomTask_82,82,1,10,Design
RandomTask_250,250,1,9,BackEnd Design FrontEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_87,87,1,9,Design
RandomTask_141,141,1,8,Design
RandomTask_181,181,1,8,BackEnd
RandomTask_6,6,1,6,BackEnd
RandomTask_46,46,1,7,BackEnd
RandomTask_169,169,1,5,Design FrontEnd
RandomTask_383,383,1,6,Design
RandomTask_292,292,1,1,BackEnd Design FrontEnd
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_148,148,1,4,Design FrontEnd
RandomTask_313,313,1,5,BackEnd Design FrontEnd
RandomTask_258,258,1,1,Design
RandomTask_282,282,1,4,BackEnd FrontEnd
RandomTask_389,389,1,3,Design FrontEnd
