sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_144,144,1,10,Design FrontEnd
RandomTask_179,179,1,4,Design
RandomTask_167,167,1,4,Design FrontEnd
RandomTask_349,349,1,6,BackEnd Design
RandomTask_79,79,1,2,Design FrontEnd
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_92,92,1,8,Design
RandomTask_297,297,1,8,Design FrontEnd
RandomTask_210,210,1,3,BackEnd Design
RandomTask_381,381,1,3,Design
RandomTask_174,174,1,7,BackEnd
RandomTask_391,391,1,2,Design
RandomTask_36,36,1,3,BackEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_46,46,1,7,BackEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_289,289,1,2,BackEnd
RandomTask_218,218,1,1,BackEnd FrontEnd
