sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_126,126,1,2,BackEnd Design FrontEnd
RandomTask_259,259,1,9,BackEnd Design
RandomTask_21,21,1,5,FrontEnd
RandomTask_226,226,1,4,BackEnd Design FrontEnd
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_208,208,1,2,Design
RandomTask_186,186,1,7,BackEnd Design FrontEnd
RandomTask_394,394,1,3,FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_131,131,1,3,FrontEnd
RandomTask_69,69,1,5,Design FrontEnd
RandomTask_232,232,1,3,BackEnd Design FrontEnd
