sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_191,191,1,8,Design
RandomTask_54,54,1,1,FrontEnd
RandomTask_169,169,1,5,Design FrontEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_28,28,1,6,BackEnd FrontEnd
RandomTask_369,369,1,6,FrontEnd
RandomTask_81,81,1,5,BackEnd Design FrontEnd
RandomTask_346,346,1,8,FrontEnd
RandomTask_19,19,1,2,FrontEnd
RandomTask_372,372,1,10,Design FrontEnd
RandomTask_183,183,1,9,FrontEnd
RandomTask_332,332,1,5,BackEnd
RandomTask_202,202,1,2,BackEnd
RandomTask_148,148,1,4,Design FrontEnd
RandomTask_193,193,1,4,Design FrontEnd
RandomTask_310,310,1,4,Design FrontEnd
RandomTask_377,377,1,5,BackEnd Design FrontEnd
RandomTask_116,116,1,10,FrontEnd
