sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_86,86,1,10,BackEnd
RandomTask_278,278,1,9,BackEnd Design FrontEnd
RandomTask_215,215,1,10,Design FrontEnd
RandomTask_343,343,1,9,BackEnd FrontEnd
RandomTask_207,207,1,7,Design FrontEnd
RandomTask_25,25,1,4,BackEnd
RandomTask_147,147,1,8,Design
RandomTask_250,250,1,9,BackEnd Design FrontEnd
RandomTask_145,145,1,9,FrontEnd
RandomTask_173,173,1,3,Design
RandomTask_258,258,1,1,Design
RandomTask_134,134,1,3,BackEnd FrontEnd
RandomTask_267,267,1,1,BackEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_392,392,1,9,FrontEnd
RandomTask_362,362,1,10,Design
RandomTask_320,320,1,6,BackEnd Design FrontEnd
