sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_238,238,1,3,BackEnd Design FrontEnd
RandomTask_55,55,1,7,BackEnd
RandomTask_338,338,1,5,FrontEnd
RandomTask_271,271,1,5,BackEnd Design
RandomTask_186,186,1,7,BackEnd Design FrontEnd
RandomTask_298,298,1,2,BackEnd FrontEnd
RandomTask_388,388,1,1,BackEnd
RandomTask_163,163,1,7,BackEnd Design
RandomTask_46,46,1,7,BackEnd
RandomTask_113,113,1,2,BackEnd Design
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_381,381,1,3,Design
RandomTask_85,85,1,2,BackEnd
RandomTask_220,220,1,3,BackEnd Design
RandomTask_21,21,1,5,FrontEnd
RandomTask_349,349,1,6,BackEnd Design
RandomTask_256,256,1,10,BackEnd Design
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_348,348,1,6,FrontEnd
RandomTask_14,14,1,8,BackEnd
RandomTask_114,114,1,2,Design FrontEnd
RandomTask_40,40,1,6,BackEnd Design FrontEnd
RandomTask_111,111,1,4,FrontEnd
RandomTask_169,169,1,5,Design FrontEnd
RandomTask_293,293,1,5,BackEnd FrontEnd
RandomTask_98,98,1,6,BackEnd FrontEnd
RandomTask_36,36,1,3,BackEnd
RandomTask_146,146,1,6,Design
RandomTask_292,292,1,1,BackEnd Design FrontEnd
RandomTask_75,75,1,5,BackEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_150,150,1,1,Design FrontEnd
RandomTask_66,66,1,10,FrontEnd
RandomTask_306,306,1,2,BackEnd
RandomTask_280,280,1,3,Design
