sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_207,207,1,7,Design FrontEnd
RandomTask_206,206,1,4,BackEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_147,147,1,8,Design
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_132,132,1,7,BackEnd FrontEnd
RandomTask_205,205,1,9,BackEnd
RandomTask_232,232,1,3,BackEnd Design FrontEnd
RandomTask_186,186,1,7,BackEnd Design FrontEnd
RandomTask_396,396,1,8,Design FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_9,9,1,6,BackEnd Design FrontEnd
RandomTask_263,263,1,2,BackEnd Design
RandomTask_96,96,1,7,BackEnd Design FrontEnd
RandomTask_323,323,1,4,BackEnd FrontEnd
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_112,112,1,6,BackEnd Design FrontEnd
RandomTask_243,243,1,3,FrontEnd
RandomTask_356,356,1,10,BackEnd FrontEnd
RandomTask_180,180,1,2,BackEnd
RandomTask_379,379,1,1,BackEnd Design
RandomTask_367,367,1,8,Design FrontEnd
RandomTask_40,40,1,6,BackEnd Design FrontEnd
RandomTask_166,166,1,7,BackEnd FrontEnd
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_369,369,1,6,FrontEnd
RandomTask_67,67,1,2,BackEnd Design FrontEnd
RandomTask_4,4,1,3,BackEnd Design
RandomTask_390,390,1,4,Design FrontEnd
RandomTask_257,257,1,9,Design
RandomTask_164,164,1,3,BackEnd
RandomTask_320,320,1,6,BackEnd Design FrontEnd
RandomTask_384,384,1,1,BackEnd
RandomTask_333,333,1,6,FrontEnd
RandomTask_319,319,1,5,Design FrontEnd
RandomTask_65,65,1,4,Design
