sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_46,46,1,7,BackEnd
RandomTask_129,129,1,3,Design
RandomTask_259,259,1,9,BackEnd Design
RandomTask_263,263,1,2,BackEnd Design
RandomTask_282,282,1,4,BackEnd FrontEnd
RandomTask_341,341,1,10,Design
RandomTask_163,163,1,7,BackEnd Design
RandomTask_91,91,1,1,Design FrontEnd
RandomTask_33,33,1,8,BackEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_377,377,1,5,BackEnd Design FrontEnd
RandomTask_117,117,1,1,FrontEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_2,2,1,6,Design
RandomTask_144,144,1,10,Design FrontEnd
RandomTask_10,10,1,8,Design
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_17,17,1,10,Design FrontEnd
RandomTask_308,308,1,10,BackEnd Design FrontEnd
RandomTask_399,399,1,8,Design
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_19,19,1,2,FrontEnd
RandomTask_157,157,1,8,BackEnd
RandomTask_99,99,1,4,FrontEnd
RandomTask_48,48,1,1,Design FrontEnd
RandomTask_398,398,1,7,FrontEnd
RandomTask_169,169,1,5,Design FrontEnd
RandomTask_246,246,1,5,BackEnd
RandomTask_34,34,1,8,BackEnd Design FrontEnd
RandomTask_261,261,1,6,Design
RandomTask_303,303,1,10,Design
RandomTask_43,43,1,4,BackEnd
RandomTask_4,4,1,3,BackEnd Design
RandomTask_87,87,1,9,Design
RandomTask_202,202,1,2,BackEnd
RandomTask_28,28,1,6,BackEnd FrontEnd
RandomTask_79,79,1,2,Design FrontEnd
RandomTask_311,311,1,5,FrontEnd
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_396,396,1,8,Design FrontEnd
RandomTask_300,300,1,3,BackEnd
RandomTask_356,356,1,10,BackEnd FrontEnd
RandomTask_146,146,1,6,Design
RandomTask_258,258,1,1,Design
RandomTask_183,183,1,9,FrontEnd
RandomTask_49,49,1,9,BackEnd FrontEnd
