sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_238,238,1,3,BackEnd Design FrontEnd
RandomTask_55,55,1,7,BackEnd
RandomTask_338,338,1,5,FrontEnd
RandomTask_271,271,1,5,BackEnd Design
RandomTask_186,186,1,7,BackEnd Design FrontEnd
RandomTask_298,298,1,2,BackEnd FrontEnd
RandomTask_388,388,1,1,BackEnd
RandomTask_163,163,1,7,BackEnd Design
RandomTask_46,46,1,7,BackEnd
RandomTask_113,113,1,2,BackEnd Design
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_381,381,1,3,Design
RandomTask_85,85,1,2,BackEnd
