sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_40,40,1,6,BackEnd Design FrontEnd
RandomTask_142,142,1,9,BackEnd Design
RandomTask_237,237,1,3,BackEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_284,284,1,10,BackEnd Design FrontEnd
RandomTask_257,257,1,9,Design
RandomTask_3,3,1,7,Design
RandomTask_223,223,1,9,BackEnd Design
RandomTask_5,5,1,6,FrontEnd
RandomTask_292,292,1,1,BackEnd Design FrontEnd
RandomTask_145,145,1,9,FrontEnd
RandomTask_304,304,1,8,FrontEnd
RandomTask_4,4,1,3,BackEnd Design
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_63,63,1,5,BackEnd FrontEnd
RandomTask_361,361,1,10,BackEnd Design FrontEnd
RandomTask_326,326,1,2,FrontEnd
RandomTask_190,190,1,5,BackEnd
RandomTask_134,134,1,3,BackEnd FrontEnd
RandomTask_318,318,1,6,BackEnd FrontEnd
RandomTask_280,280,1,3,Design
RandomTask_210,210,1,3,BackEnd Design
RandomTask_324,324,1,1,BackEnd
RandomTask_85,85,1,2,BackEnd
RandomTask_235,235,1,7,BackEnd
RandomTask_330,330,1,10,BackEnd Design FrontEnd
RandomTask_333,333,1,6,FrontEnd
RandomTask_96,96,1,7,BackEnd Design FrontEnd
RandomTask_36,36,1,3,BackEnd
RandomTask_165,165,1,7,Design
RandomTask_130,130,1,6,BackEnd FrontEnd
