sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_63,63,1,5,BackEnd FrontEnd
RandomTask_199,199,1,8,BackEnd Design
RandomTask_13,13,1,1,BackEnd FrontEnd
RandomTask_285,285,1,1,Design
RandomTask_76,76,1,1,FrontEnd
RandomTask_129,129,1,3,Design
RandomTask_310,310,1,4,Design FrontEnd
RandomTask_185,185,1,3,FrontEnd
RandomTask_244,244,1,10,FrontEnd
RandomTask_368,368,1,1,BackEnd Design
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_128,128,1,6,BackEnd Design FrontEnd
RandomTask_126,126,1,2,BackEnd Design FrontEnd
RandomTask_49,49,1,9,BackEnd FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_51,51,1,6,FrontEnd
RandomTask_335,335,1,1,Design FrontEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_248,248,1,1,BackEnd Design
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_5,5,1,6,FrontEnd
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_214,214,1,6,BackEnd Design
RandomTask_39,39,1,5,BackEnd Design
RandomTask_383,383,1,6,Design
RandomTask_191,191,1,8,Design
RandomTask_181,181,1,8,BackEnd
RandomTask_314,314,1,1,BackEnd Design FrontEnd
RandomTask_242,242,1,7,Design FrontEnd
RandomTask_74,74,1,7,BackEnd Design
RandomTask_197,197,1,2,BackEnd Design
RandomTask_72,72,1,5,Design FrontEnd
RandomTask_71,71,1,5,BackEnd
RandomTask_345,345,1,6,BackEnd Design FrontEnd
RandomTask_25,25,1,4,BackEnd
RandomTask_125,125,1,3,BackEnd
RandomTask_238,238,1,3,BackEnd Design FrontEnd
RandomTask_142,142,1,9,BackEnd Design
RandomTask_33,33,1,8,BackEnd
RandomTask_288,288,1,10,BackEnd
RandomTask_219,219,1,1,BackEnd Design
