sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_295,295,1,7,BackEnd
RandomTask_349,349,1,6,BackEnd Design
RandomTask_331,331,1,2,BackEnd FrontEnd
RandomTask_43,43,1,4,BackEnd
RandomTask_298,298,1,2,BackEnd FrontEnd
RandomTask_271,271,1,5,BackEnd Design
RandomTask_95,95,1,2,Design
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_268,268,1,7,BackEnd Design FrontEnd
RandomTask_294,294,1,10,BackEnd Design
RandomTask_247,247,1,7,BackEnd
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_167,167,1,4,Design FrontEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_46,46,1,7,BackEnd
RandomTask_103,103,1,5,Design
RandomTask_64,64,1,5,BackEnd Design
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_91,91,1,1,Design FrontEnd
RandomTask_342,342,1,1,Design
