sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_47,47,1,10,BackEnd
RandomTask_97,97,1,3,Design
RandomTask_68,68,1,7,BackEnd Design
RandomTask_263,263,1,2,BackEnd Design
RandomTask_94,94,1,8,FrontEnd
RandomTask_234,234,1,3,FrontEnd
RandomTask_60,60,1,10,Design
RandomTask_37,37,1,6,BackEnd
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_222,222,1,10,BackEnd
RandomTask_84,84,1,6,BackEnd Design
RandomTask_124,124,1,7,BackEnd
RandomTask_321,321,1,1,BackEnd FrontEnd
RandomTask_110,110,1,6,Design
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_331,331,1,2,BackEnd FrontEnd
RandomTask_58,58,1,1,BackEnd Design FrontEnd
