sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_385,385,1,7,Design FrontEnd
RandomTask_61,61,1,9,BackEnd Design
RandomTask_29,29,1,5,FrontEnd
RandomTask_283,283,1,2,Design FrontEnd
RandomTask_369,369,1,6,FrontEnd
RandomTask_335,335,1,1,Design FrontEnd
RandomTask_348,348,1,6,FrontEnd
RandomTask_137,137,1,4,Design FrontEnd
RandomTask_314,314,1,1,BackEnd Design FrontEnd
RandomTask_43,43,1,4,BackEnd
RandomTask_298,298,1,2,BackEnd FrontEnd
RandomTask_20,20,1,7,BackEnd Design FrontEnd
RandomTask_361,361,1,10,BackEnd Design FrontEnd
RandomTask_318,318,1,6,BackEnd FrontEnd
RandomTask_235,235,1,7,BackEnd
RandomTask_345,345,1,6,BackEnd Design FrontEnd
RandomTask_344,344,1,10,BackEnd Design
RandomTask_47,47,1,10,BackEnd
RandomTask_279,279,1,8,FrontEnd
RandomTask_178,178,1,3,BackEnd Design FrontEnd
RandomTask_362,362,1,10,Design
RandomTask_323,323,1,4,BackEnd FrontEnd
RandomTask_192,192,1,6,BackEnd Design
RandomTask_221,221,1,7,BackEnd FrontEnd
RandomTask_350,350,1,2,Design FrontEnd
RandomTask_139,139,1,3,BackEnd
