sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_46,46,1,7,BackEnd
RandomTask_214,214,1,6,BackEnd Design
RandomTask_264,264,1,7,BackEnd FrontEnd
RandomTask_27,27,1,4,FrontEnd
RandomTask_102,102,1,9,Design
RandomTask_302,302,1,2,Design
RandomTask_137,137,1,4,Design FrontEnd
RandomTask_359,359,1,2,BackEnd FrontEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_340,340,1,10,Design
RandomTask_113,113,1,2,BackEnd Design
RandomTask_19,19,1,2,FrontEnd
RandomTask_239,239,1,10,Design
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_350,350,1,2,Design FrontEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_234,234,1,3,FrontEnd
RandomTask_71,71,1,5,BackEnd
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_383,383,1,6,Design
RandomTask_317,317,1,6,Design FrontEnd
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_209,209,1,9,BackEnd
RandomTask_14,14,1,8,BackEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_326,326,1,2,FrontEnd
RandomTask_301,301,1,6,BackEnd FrontEnd
RandomTask_308,308,1,10,BackEnd Design FrontEnd
RandomTask_278,278,1,9,BackEnd Design FrontEnd
RandomTask_392,392,1,9,FrontEnd
RandomTask_5,5,1,6,FrontEnd
RandomTask_293,293,1,5,BackEnd FrontEnd
RandomTask_204,204,1,1,BackEnd Design
RandomTask_73,73,1,10,Design FrontEnd
